"Binomial.1.2","pre_domestic_name","Order.1.2","Family.1.2","IUCN.Status.1.2","Island.Endemicity","Mass.g","LogMassKg","guild","GuildSimple","Diet.Graminoids","Diet.Browse.Fruit","Diet.Meat_median","Fermentation.Type","Inferred.Fermentation.Type","Inferred.Fermentation.Efficiency","Foot.Type","Substrate.Aquatic","Substrate.Terrestrial","Substrate.Arboreal","Substrate.Cat"
"Borungaboodie_hatcheri",NA,"Diprotodontia","Potoroidae","EP","Occurs on mainland",10000,1,"omnivore","browser",0,3,2,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Lasiorhinus_krefftii",NA,"Diprotodontia","Vombatidae","CR","Occurs on mainland",31450,1.49762065,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Lasiorhinus_latifrons",NA,"Diprotodontia","Vombatidae","NT","Occurs on mainland",25500,1.40654018,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Phascolonus_gigas",NA,"Diprotodontia","Vombatidae","EP","Occurs on mainland",2e+05,2.301029996,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Vombatus_hacketti",NA,"Diprotodontia","Vombatidae","EP","Occurs on mainland",30000,1.477121255,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Vombatus_ursinus",NA,"Diprotodontia","Vombatidae","LC","Occurs on mainland",26000,1.414973348,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Warendja_wakefieldi",NA,"Diprotodontia","Vombatidae","EP","Occurs on mainland",60985.3,1.785225165,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Macrauchenia_patachonica",NA,"Litopterna","Macrauchenidae","EP","Occurs on mainland",794405.1,2.900042024,"mixed feeder","mixed feeder",3,3,0,"Hindgut_unknown","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Xenorhinotherium_bahiense",NA,"Litopterna","Macrauchenidae","EP","Occurs on mainland",940760.2,2.973478936,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Neolicaphrium_recens",NA,"Litopterna","Proterotheriidae","EP","Occurs on mainland",47122.2,1.673225558,"browser","browser",1,3,0,"Hindgut_unknown","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Mixotoxodon_larensis",NA,"Notoungulata","Toxodontidae","EP","Occurs on mainland",1e+06,3,"grazer","grazer",3,1,0,"Hindgut_unknown","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Toxodon_platensis",NA,"Notoungulata","Toxodontidae","EP","Occurs on mainland",1642000,3.215373153,"mixed feeder","mixed feeder",3,3,0,"Hindgut_unknown","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Trigonodops_lopesi",NA,"Notoungulata","Toxodontidae","EP","Occurs on mainland",895899.9,2.952259488,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Equus_africanus",NA,"Perissodactyla","Equidae","CR","Occurs on mainland",250000,2.397940009,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_asinus","Equus_africanus","Perissodactyla","Equidae","Post-domestic",NA,250000,2.397940009,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_caballus","Equus_ferus","Perissodactyla","Equidae","Post-domestic",NA,530000,2.72427587,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_ferus",NA,"Perissodactyla","Equidae","EN","Occurs on mainland",250000,2.397940009,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_francisci",NA,"Perissodactyla","Equidae","EP","Occurs on mainland",372000,2.57054294,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_grevyi",NA,"Perissodactyla","Equidae","EN","Occurs on mainland",407999.8,2.61065995,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_hemionus",NA,"Perissodactyla","Equidae","NT","Occurs on mainland",230000,2.361727836,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_hydruntinus",NA,"Perissodactyla","Equidae","EP","Occurs on mainland",227130,2.356274501,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_kiang",NA,"Perissodactyla","Equidae","LC","Occurs on mainland",275000,2.439332694,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_ovodovi",NA,"Perissodactyla","Equidae","EP","Occurs on mainland",227130,2.356274501,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_quagga",NA,"Perissodactyla","Equidae","NT","Occurs on mainland",276000,2.440909082,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Equus_zebra",NA,"Perissodactyla","Equidae","VU","Occurs on mainland",286998.7,2.45787993,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Hippidion_devillei",NA,"Perissodactyla","Equidae","EP","Occurs on mainland",310700,2.492341253,"mixed feeder","mixed feeder",2,3,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Hippidion_principale",NA,"Perissodactyla","Equidae","EP","Occurs on mainland",511000,2.7084209,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Unguligrade",0,1,0,"terrestrial"
"Ceratotherium_simum",NA,"Perissodactyla","Rhinocerotidae","NT","Occurs on mainland",2949986.3,3.469819999,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Coelodonta_antiquitatis",NA,"Perissodactyla","Rhinocerotidae","EP","Occurs on mainland",2692552,3.430164099,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Dicerorhinus_sumatrensis",NA,"Perissodactyla","Rhinocerotidae","CR","Occurs on mainland",1266667,3.102662456,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Diceros_bicornis",NA,"Perissodactyla","Rhinocerotidae","CR","Occurs on mainland",1180510.9,3.072070001,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Elasmotherium_sibiricum",NA,"Perissodactyla","Rhinocerotidae","EP","Occurs on mainland",4100000,3.612783857,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Rhinoceros_sondaicus",NA,"Perissodactyla","Rhinocerotidae","CR","Occurs on mainland",1750000,3.243038049,"mixed feeder","mixed feeder",2,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Rhinoceros_unicornis",NA,"Perissodactyla","Rhinocerotidae","VU","Occurs on mainland",1602333,3.204752777,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Stephanorhinus_hemitoechus",NA,"Perissodactyla","Rhinocerotidae","EP","Occurs on mainland",2943176.5,3.468816307,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Stephanorhinus_kirchbergensis",NA,"Perissodactyla","Rhinocerotidae","EP","Occurs on mainland",3630932.3,3.560018151,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Tapirus_augustus",NA,"Perissodactyla","Tapiridae","EP","Occurs on mainland",575439.9,2.759999972,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Tapirus_bairdii",NA,"Perissodactyla","Tapiridae","EN","Occurs on mainland",299999.1,2.477119952,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Tapirus_indicus",NA,"Perissodactyla","Tapiridae","EN","Occurs on mainland",296250,2.471658359,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",0,1,0,"terrestrial"
"Tapirus_merriami",NA,"Perissodactyla","Tapiridae","EP","Occurs on mainland",317000,2.501059262,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Tapirus_pinchaque",NA,"Perissodactyla","Tapiridae","EN","Occurs on mainland",148949.8,2.173039924,"browser","browser",1,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Tapirus_rondoniensis",NA,"Perissodactyla","Tapiridae","EP","Occurs on mainland",207500.9,2.317019985,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Tapirus_terrestris",NA,"Perissodactyla","Tapiridae","VU","Occurs on mainland",207500.9,2.317019985,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Tapirus_veroensis",NA,"Perissodactyla","Tapiridae","EP","Occurs on mainland",275000,2.439332694,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Digitigrade",1,1,0,"semi.aquatic"
"Acratocnus_odontrigonus",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",22990,1.361538971,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Acratocnus_ye",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",21310,1.32858345,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Diabolotherium_nordenskioldi",NA,"Pilosa","Megalonychidae","EP","Occurs on mainland",69200,1.840106094,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Megalocnus_rodens",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",149968.5,2.176000048,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Megalocnus_zile",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",149968.5,2.176000048,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Megalonyx_jeffersonii",NA,"Pilosa","Megalonychidae","EP","Occurs on mainland",1090350,3.037565928,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Neocnus_comes",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",13020,1.114610984,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Neocnus_dousman",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",10460,1.019531685,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Parocnus_browni",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",69200,1.840106094,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Parocnus_serus",NA,"Pilosa","Megalonychidae","EP","Occurs only on isolated islands",53070,1.724849088,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Eremotherium_laurillardi",NA,"Pilosa","Megatheriidae","EP","Occurs on mainland",3961480,3.597857468,"mixed feeder","mixed feeder",3,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Megatherium_americanum",NA,"Pilosa","Megatheriidae","EP","Occurs on mainland",6265000,3.796921075,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Megatherium_tarijense",NA,"Pilosa","Megatheriidae","EP","Occurs on mainland",3049954.2,3.484293318,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Catonyx_cuvieri",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",158984.9,2.201355878,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Glossotherium_robustum",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",1713000,3.233757363,"grazer","grazer",3,0,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Lestodon_armatus",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",3397000,3.531095547,"grazer","grazer",3,0,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Mylodon_darwinii",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",1392470,3.143785847,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Paramylodon_harlani",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",1392470,3.143785847,"mixed feeder","mixed feeder",3,2,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Scelidodon_chiliensis",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",1746642.6,3.242204048,"mixed feeder","mixed feeder",2,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Scelidotherium_leptocephalum",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",1119000,3.048830087,"mixed feeder","mixed feeder",3,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Valgipes_bucklandi",NA,"Pilosa","Mylodontidae","EP","Occurs on mainland",2e+05,2.301029996,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Nothrotheriops_shastensis",NA,"Pilosa","Nothrotheridae","EP","Occurs on mainland",462590,2.66519624,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Nothrotherium_maquinense",NA,"Pilosa","Nothrotheridae","EP","Occurs on mainland",150000,2.176091259,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Archaeolemur_edwardsi",NA,"Primates","Archaeolemuridae","EP","Occurs only on isolated islands",26500,1.423245874,"omnivore","browser",0,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Archaeolemur_majori",NA,"Primates","Archaeolemuridae","EP","Occurs only on isolated islands",18000,1.255272505,"omnivore","browser",0,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Hadropithecus_stenognathus",NA,"Primates","Archaeolemuridae","EP","Occurs only on isolated islands",35000,1.544068044,"mixed feeder","mixed feeder",2,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Brachyteles_arachnoides",NA,"Primates","Atelidae","EN","Occurs on mainland",13499.9,1.130330551,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Caipora_bambuiorum",NA,"Primates","Atelidae","EP","Occurs on mainland",20500,1.311753861,"browser","browser",0,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Protopithecus_brasiliensis",NA,"Primates","Atelidae","EP","Occurs on mainland",24850,1.395326393,"browser","browser",0,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Colobus_angolensis",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",14462.2,1.160234363,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Colobus_guereza",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",16498,1.217431299,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Colobus_satanas",NA,"Primates","Cercopithecidae","VU","Occurs on mainland",11993.8,1.078956803,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Colobus_vellerosus",NA,"Primates","Cercopithecidae","VU","Occurs on mainland",11505.2,1.060894173,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Macaca_assamensis",NA,"Primates","Cercopithecidae","NT","Occurs on mainland",12000,1.079181246,"omnivore","browser",0,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Macaca_fuscata",NA,"Primates","Cercopithecidae","LC","Occurs only on isolated islands",10400,1.017033339,"omnivore","browser",1,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Macaca_munzala",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",15000,1.176091259,"omnivore","browser",0,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Macaca_sylvanus",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",12200,1.086359831,"omnivore","browser",0,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Macaca_thibetana",NA,"Primates","Cercopithecidae","NT","Occurs on mainland",12000,1.079181246,"omnivore","browser",0,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Mandrillus_leucophaeus",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",15000,1.176091259,"omnivore","browser",1,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Mandrillus_sphinx",NA,"Primates","Cercopithecidae","VU","Occurs on mainland",18249.9,1.261260489,"omnivore","browser",0,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Papio_anubis",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",28329.2,1.45223431,"omnivore","mixed feeder",2,3,3,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Papio_cynocephalus",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",19484,1.289678121,"omnivore","mixed feeder",3,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Papio_hamadryas",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",14972.2,1.17528562,"omnivore","mixed feeder",3,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Papio_kindae",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",13000,1.113943352,"omnivore","mixed feeder",3,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Papio_papio",NA,"Primates","Cercopithecidae","NT","Occurs on mainland",15500.2,1.190337302,"omnivore","mixed feeder",2,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Papio_ursinus",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",27939.1,1.446212412,"omnivore","mixed feeder",3,3,2,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Piliocolobus_bouvieri",NA,"Primates","Cercopithecidae","CR","Occurs on mainland",10334.2,1.014276862,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Piliocolobus_epieni",NA,"Primates","Cercopithecidae","CR","Occurs on mainland",10301.5,1.012900467,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Piliocolobus_oustaleti",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",10350,1.01494035,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Piliocolobus_pennantii",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",10896,1.037267095,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Rhinopithecus_brelichi",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",11500,1.06069784,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Rhinopithecus_roxellana",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",12125,1.083681747,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Rhinopithecus_strykeri",NA,"Primates","Cercopithecidae","CR","Occurs on mainland",11250,1.051152522,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Rungwecebus_kipunji",NA,"Primates","Cercopithecidae","CR","Occurs on mainland",13000,1.113943352,"browser","browser",1,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Semnopithecus_ajax",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",20150,1.30427505,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Semnopithecus_dussumieri",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",13100,1.117271296,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Semnopithecus_entellus",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",14500,1.161368002,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Semnopithecus_hector",NA,"Primates","Cercopithecidae","NT","Occurs on mainland",17350,1.239299479,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Semnopithecus_priam",NA,"Primates","Cercopithecidae","NT","Occurs on mainland",12450,1.095169351,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Semnopithecus_schistaceus",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",17350,1.239299479,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,0,"terrestrial"
"Theropithecus_gelada",NA,"Primates","Cercopithecidae","LC","Occurs on mainland",17049.8,1.231719289,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Trachypithecus_johnii",NA,"Primates","Cercopithecidae","VU","Occurs on mainland",11921,1.076312688,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Trachypithecus_pileatus",NA,"Primates","Cercopithecidae","VU","Occurs on mainland",11450,1.058805487,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Trachypithecus_shortridgei",NA,"Primates","Cercopithecidae","EN","Occurs on mainland",28500,1.45484486,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,0,1,"arboreal"
"Daubentonia_robustus",NA,"Primates","Daubentoniidae","EP","Occurs only on isolated islands",14000,1.146128036,"omnivore","browser",0,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,0,1,"arboreal"
"Gorilla_beringei",NA,"Primates","Hominidae","CR","Occurs on mainland",130000,2.113943352,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Gorilla_gorilla",NA,"Primates","Hominidae","CR","Occurs on mainland",120950,2.082605873,"browser","browser",0,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Pan_paniscus",NA,"Primates","Hominidae","EN","Occurs on mainland",34000.1,1.531480194,"browser","browser",0,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Pan_troglodytes",NA,"Primates","Hominidae","EN","Occurs on mainland",42500,1.62838893,"browser","browser",0,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Pongo_abelii",NA,"Primates","Hominidae","CR","Occurs on large land bridge islands",56750,1.753965866,"browser","browser",0,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Pongo_pygmaeus",NA,"Primates","Hominidae","CR","Occurs on large land bridge islands",57150,1.757016235,"browser","browser",0,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Symphalangus_syndactylus",NA,"Primates","Hylobatidae","EN","Occurs on mainland",10000,1,"browser","browser",0,3,1,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Pachylemur_insignis",NA,"Primates","Lemuridae","EP","Occurs only on isolated islands",11500,1.06069784,"browser","browser",0,3,1,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Pachylemur_jullyi",NA,"Primates","Lemuridae","EP","Occurs only on isolated islands",13000,1.113943352,"browser","browser",1,3,1,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Megaladapis_edwardsi",NA,"Primates","Megaladapidae","EP","Occurs only on isolated islands",85000,1.929418926,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Megaladapis_grandidieri",NA,"Primates","Megaladapidae","EP","Occurs only on isolated islands",74000,1.86923172,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Megaladapis_madagascariensis",NA,"Primates","Megaladapidae","EP","Occurs only on isolated islands",46500,1.667452953,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Archaeoindris_fontoynonti",NA,"Primates","Palaeopropithecidae","EP","Occurs only on isolated islands",160000,2.204119983,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
